relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-00035,ZLH-001,ZLH-032,交游,交游,交游,,交游,,,formal,25,low,"批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白戈、徐懋庸、何家槐、林淡秋等人。有的回忆录提供,杨潮,彭; 成员有沈起予、金奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第143页; 左联词典 第173页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0152;SRC-0153,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00036,ZLH-001,ZLH-034,文学论战,文学论战,文学论战,,文学论战,,,formal,25,low,"2左联盟员简介唁,并写下万《哭鲁迅先生》的悼诗,称誉鲁迅是“伟大的导师,伟大的战友“,“伟大的民族的魁魄“田汉(1898一1968)左翼戏剧家、诙人。笔名陈瑜,; 927年底,和朱镜我,李初梨、彭康、李铁声等同时团到上海,加入创造社,成为后期创造社的生力军,1928年月,与成仿昌等创办《文化批判》杂志,倡导无产阶级革命文; 它》(两书均由未名社出版,收入鲁迅编辑的“未名新集“)。年夏,参",左联词典 第163页; 左联词典 第168页; 左联词典 第179页; 左联词典 第180页; 左联词典 第242页,5,SRC-0154;SRC-0060;SRC-0155;SRC-0156;SRC-0157,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00037,ZLH-001,ZLH-035,师生关系,待核验,待核验,,待核验,,,formal,90,critical,"批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 担任过左联执行委员职务的人员有鲁迅、沈端先(夏衍3、冯乃超、钱枪邱、田汉、郑伯奇、洪灵菲、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、; 、瞿秋白、茅盾、冯雪峰等,牢记鲁迅“我们应当造出大群的新的战士“的教导,",左联词典 第104页; 左联词典 第107页; 左联词典 第131页; 左联词典 第402页; 左联词典 第483页,5,SRC-0007;SRC-0012;SRC-0008;SRC-0158;SRC-0151,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,low,no
REL-00038,ZLH-001,ZLH-036,交游,交游,交游,,交游,,,formal,25,low,"锦明、潘漠华、潘应人、潘丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺; 北方部,与盟员金肇野、陈北鸥、穆木天一度共同工作。其时,主编抗日救亡杂志《东北甸刊。石灵(1909一1956)工翼青年作家.原名孙大珂,笔名石灵,江苏省灌云县人; 933年春奉左联之命,和丁玲、穆木天及上海反帝大同盟的刘艺明、李生萱(艾",左联词典 第104页; 左联词典 第157页; 左联词典 第161页; 左联词典 第168页; 左联词典 第207页,5,SRC-0007;SRC-0132;SRC-0159;SRC-0060;SRC-0160,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00039,ZLH-001,ZLH-037,交游,交游,交游,,交游,,,formal,25,low,"担任过左联执行委员职务的人员有鲁迅、沈端先(夏衍3、冯乃超、钱枪邱、田汉、郑伯奇、洪灵菲、周全平、蒋光慈、胡也频、柔石、姚蓬子、阳翰笙、茅眉、周扬、周文、朗风、; (收在《思想激溃下的中国命运:鲁迅与左联》书中)归纳了有关材料,在左联秘书处工作过的人员如下:1930年周全平任书记。年月一月茅看任书记.1932; 月日《文化月报》1卷期,鲁迅、茅盾、丁玲、曹靖华、洛扬(冯雪峰)、",左联词典 第107页; 左联词典 第108页; 左联词典 第123页; 左联词典 第132页; 左联词典 第168页,5,SRC-0012;SRC-0039;SRC-0013;SRC-0054;SRC-0060,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00040,ZLH-001,ZLH-039,交游,交游,交游,,交游,,,formal,25,low,"批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 成员有沈起予、金奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克; 起中国文艺家协会,但也十分贺同鲁迅的观点,认为决不能“一叫出联合战线,也就“猗狐狗贼都引为同志,连投机取巧",左联词典 第104页; 左联词典 第109页; 左联词典 第142页; 左联词典 第145页; 左联词典 第158页,5,SRC-0007;SRC-0135;SRC-0055;SRC-0131;SRC-0143,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00041,ZLH-001,ZLH-041,组织隶属,纪念/悼念,纪念/悼念,,纪念/悼念,,,formal,85,critical,"一一左联周年纪念语论文。.骆宾基作,载《文艺界通讯》1989年期。指出““左联「的文学源于.左联“的马列主义的艺术观“,对“这些年来忽视或否定中国革和传统; ,短篇小说集《总退却》的出版,鲁迅为该书作序,中篇《宪场》的内容以及茅盾对莲琴这两部作品的肯定与赞扬。我的习作生活是怎样开始的回忆录。葛琴作,载《文艺月报》19",左联词典 第513页; 左联词典 第685页,3,SRC-0161;SRC-0162,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,medium,no
REL-00042,ZLH-001,ZLH-042,交游,交游,交游,,交游,,,formal,25,low,"丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及世界各国; 收过去两年中发表过的小说篇,鲁迅把此书和李守章《段涉的人们)台静农《地之子》、叶永蓁《小小十年》前半部、柔石《二月》和《旧时代之死》、魏金枝《七封书信的自传》; 因在《语丝》周刊发表译文开始同鲁迅通信.1928年?月至年月,",左联词典 第104页; 左联词典 第192页; 左联词典 第336页; 左联词典 第358页; 左联词典 第460页,5,SRC-0007;SRC-0126;SRC-0163;SRC-0164;SRC-0165,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00043,ZLH-001,ZLH-043,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,932年的北方左翼文化运动（陈沂）——向鲁迅先生的一次汇 报和请示 忆“北方左联”（王志之） 迎着敌人的刺刀尖，坚持战斗的“北平左联”（陆万美） 两届“北平文总”的一些情况（陆万美） 回忆郊祭李大钊同,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-00044,ZLH-001,ZLH-045,交游,交游,交游,,交游,,,formal,25,low,"批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 忆录提供,杨潮,彭柏山、彭慧、周立波、梅益等也担任过左联常委。左联秘书处左联日常工作的领导机构。受左联执行委员会领导,由书记、组织、宣传各人组成,贯彻执行上级; 成员有沈起予、金奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第224页; 左联词典 第239页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0166;SRC-0128,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00045,ZLH-001,ZLH-046,组织隶属,待核验,待核验,,待核验,,,formal,75,high,",短篇小说集《总退却》的出版,鲁迅为该书作序,中篇《宪场》的内容以及茅盾对莲琴这两部作品的肯定与赞扬。我的习作生活是怎样开始的回忆录。葛琴作,载《文艺月报》19",左联词典 第685页,1,SRC-0162,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-00046,ZLH-001,ZLH-048,交游,交游,交游,,交游,,,formal,25,low,"和有关决议指导下进行文学创作。鲁迅是左联的“盟主“,也是中国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都; 批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 世界的公敌》(杰克,伦敦)。〉王任叔(1901-~-1972)无翼作家,",左联词典 第102页; 左联词典 第104页; 左联词典 第140页; 左联词典 第156页; 左联词典 第200页,5,SRC-0011;SRC-0007;SRC-0057;SRC-0142;SRC-0129,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00047,ZLH-001,ZLH-050,交游,交游,交游,,交游,,,formal,25,low,"和有关决议指导下进行文学创作。鲁迅是左联的“盟主“,也是中国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都",左联词典 第102页,2,SRC-0011,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00048,ZLH-001,ZLH-054,组织隶属,合作,合作,,合作,,,formal,85,critical,"行第二次小说家座谈会,研究学习鲁迅及其小说《祝福》、《在酒楼上53.1937年,写了反映中国军队英勇抗战的一些短篇小说如(中校副官)筒,还和欧阳山、草明、邵子南; 字街头中国左翼作家联盟机关刊。鲁迅主编,叶以群等参加编辑。小报型文艺期刊,1931年月日在上海创刊,同月日出版第期,1931年月日出版第期,; 君甸。撰稿人有宋阳(瞿秋白)、鲁迅、茅盾、丁玲、蓬子、金丁、冰莹、周起应",左联词典 第158页; 左联词典 第476页; 左联词典 第483页; 左联词典 第489页; 左联词典 第496页,5,SRC-0143;SRC-0167;SRC-0151;SRC-0168;SRC-0169,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00049,ZLH-001,ZLH-055,交游,交游,交游,,交游,,,formal,25,low,"东山、孙师毅、王人美、周伯勋、郑君里、舒绣文等余人出席。那晚,鲁迅先生也光临这一盛会,他的座位在",左联史 第191页,1,SRC-0170,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00050,ZLH-001,ZLH-058,交游,交游,交游,,交游,,,formal,25,low,"和有关决议指导下进行文学创作。鲁迅是左联的“盟主“,也是中国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都; 作《雷雨》的初演和悼念高尔基、鲁迅逝世等活动。鲁迅、郭沫若积极支持东京左联的工作.鲁迅为; 东北大学教育学院,课佘大量阅读鲁迅、郭沫若、蒋光憎等左翼作家作品并开始学",左联词典 第102页; 左联词典 第114页; 左联词典 第136页; 左联词典 第140页; 左联词典 第168页,5,SRC-0011;SRC-0141;SRC-0171;SRC-0057;SRC-0060,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00051,ZLH-001,ZLH-059,组织隶属,合作,合作,,合作,,,formal,85,critical,"批贡献卓著、德高望重的老作家如鲁迅、茅盾、瞿秋白、蒋光慈、田汉、洪深,左联诣生前已从事创作和翻译的柔石、洪灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁; 是左翼诗坛一位活跃的青年诗人。白薇(1894--1987)左翼诗人、剧作家。女,幼名黄醌,又名黄彰、黄素如。湖南资兴人。年,在《奔流》月州发表三幕社会悲; 仇》(森堡)、《炸弹与征鸟》(白薇),《平林泰子集》(沈端先译),、《林",左联词典 第104页; 左联词典 第166页; 左联词典 第168页; 左联词典 第483页; 左联词典 第486页,5,SRC-0007;SRC-0172;SRC-0060;SRC-0151;SRC-0173,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00052,ZLH-001,ZLH-060,通信,通信,通信,,通信,,,formal,0,low,1928年月间，鲁迅与鲁彦有频繁书信往来，涉及收信,鲁迅日记 1928年11月30日,1,SRC-0174,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00053,ZLH-001,ZLH-061,文学论战,文学论战,文学论战,,文学论战,,,formal,25,low,"期在日本求学,1927年底,和朱镜我,李初梨、彭康、李铁声等同时团到上海,加入创造社,成为后期创造社的生力军,1928年月,与成仿昌等创办《文化批判》杂志,倡; 它》(两书均由未名社出版,收入鲁迅编辑的“未名新集“)。年夏,参与中国左翼作家联盟北方部的发起,9月口,出席应立大会,被选为常委(据孙席珍《关于北方左; 共同参与发起。问年月日,鲁迅主编的左翼文艺刊物《巴尔底山》出版,他",左联词典 第168页; 左联词典 第179页; 左联词典 第180页; 左联词典 第181页; 左联词典 第477页,5,SRC-0060;SRC-0155;SRC-0156;SRC-0175;SRC-0176,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00054,ZLH-001,ZLH-064,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,932年的北方左翼文化运动（陈沂）——向鲁迅先生的一次汇 报和请示 忆“北方左联”（王志之） 迎着敌人的刺刀尖，坚持战斗的“北平左联”（陆万美） 两届“北平文总”的一些情况（陆万美） 回忆郊祭李大钊同,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-00055,ZLH-001,ZLH-065,签名联署,签名联署,签名联署,,签名联署,,,formal,25,low,"法.本文“根据当时左联的宣言,鲁迅和冯雪峰等同志的文章和我馆的调查“,肯定当年和柔石等左联作家一起被害的同志是人。龙华烈士五十五年祭史料。殴自作,载《中华英; 位左联盟员作家的传记,它们是:鲁迅(正一),瞿秋白〔朱正),潘汉年、周文(以上陈二善),冯乃超,郑伯奇(以上陈青生),夏衍、阿英、白薇、洪深(以上王文英),洪灵",左联词典 第525页; 左联词典 第563页,3,SRC-0177;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00056,ZLH-001,ZLH-067,师生关系,师生关系,师生关系,,师生关系,,,formal,70,high,"(收在《思想激溃下的中国命运:鲁迅与左联》书中)归纳了有关材料,在左联秘书处工作过的人员如下:1930年周全平任书记。年月一月茅看任书记.1932; 发表,差的就提出修改意见。“(任钧:《关于左联的一些情况矣成员有沈起予、金奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀; 半年至年间成立,成员有任钧、叶以群、谢冰莹、孟式钩等人;全部是留学生。年九一八事变发生,除孟式",左联词典 第108页; 左联词典 第109页; 左联词典 第114页; 左联词典 第142页; 左联词典 第184页,5,SRC-0039;SRC-0135;SRC-0141;SRC-0055;SRC-0179,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00057,ZLH-001,ZLH-069,签名联署,签名联署,签名联署,,签名联署,,,formal,25,low,"、沙汀、“凌鹤、于伶、宋之的、张庚等伊办《光朋》半月刊。同年月加入中国文艺家协会,拥枭文艺界的抗日统--战线.又在《我们对于推行新文字的意见》上签名,狼同使用; ───────等余篇文章。鲁迅的《论现在我们的文学运动)一文也载于该刊。卷号出刊《特辑:几个创作家对于国防文学的意见》,集中发表了荒煤、征农、艾芜、魏金",左联词典 第229页; 左联词典 第487页,3,SRC-0180;SRC-0181,结构性检测未发现需要自动改写的明确证据。,medium,no
